SMILES,Score
CCc1cc2c(S[C@@H](C)C(=O)NC(=O)NC)ncnc2s1,-6.9
N#Cc1cccc(/C=C/C(=O)Nc2nc(CC(N)=O)cs2)c1,-6.3
CS(=O)(=O)N1CCc2cc(C(=O)Oc3cccc(F)c3)ccc21,-6.9
Cc1ccccc1N1CC[NH+](CC(=O)Nc2cc(C3CC3)nn2-c2ccccc2)CC1,-8.2
COc1cc(C)c(NC(=O)C[NH+](C)[C@@H]2CCS(=O)(=O)C2)cc1OC,-6.2
CCCCn1c(C[NH+]2CCCC2)nc2cc(NC(=O)c3cccc(C)c3)ccc21,-6.8
CCCC(=O)N1CC[C@H](c2cc[nH]n2)C1,-6.1
OCC[C@H]1CN(Cc2cccn2-c2ncccn2)CCN1Cc1ccc(F)cc1,-7.6
C=CCOC(=O)Cc1csc(NC(=O)c2ccccc2)n1,-6.5
CCCC[C@@H](NC(N)=O)C(=O)N1CCc2c(F)ccc(F)c2C1,-6.6
O=C(Cc1cnc(-c2ccccc2F)s1)Nc1ccc(Cn2cncn2)cc1,-6.9
C[C@H](Nc1cc(Br)ccc1Br)[C@@H](C)O,-5.1
C[C@@H]1Cc2cc(S(N)(=O)=O)ccc2N1S(=O)(=O)c1ccc(F)cc1,-7.1
N#Cc1cccnc1N1CCC(CNS(=O)(=O)c2cccc(F)c2)CC1,-6.9
COc1ccc(C[NH2+][C@H]2CCN(C(=O)C(C)C)C[C@H]2C)cc1F,-7.2
O=[N+]([O-])c1cccc(N[C@@H]2CS(=O)(=O)C[C@H]2O)c1,-6.6
CC[NH2+][C@H]1[C@@H](C[NH+]2CCC(C)(C)CC2)CCCC1(C)C,-5.8
CCS(=O)(=O)N1CCC(NC(=O)NC2(C)Cc3ccccc3C2)CC1,-7.1
COc1cc(Cl)c(C)cc1NC(=O)c1ccc(C)c(C)c1,-6.6
CCc1ccsc1CNc1nc(Cl)ncc1F,-6.1
Cc1c([C@H](C)[NH2+][C@H](C)c2ccc([S@](C)=O)cc2)oc2ccc(F)cc12,-7.8
Cc1cc(C)c(C)c(S(=O)(=O)NC[C@@H](c2ccco2)[NH+](C)C)c1C,-5.3
COc1cc(C(=O)N(c2ccccc2)C(C)C)cc(NC(C)=O)c1OC,-6.8
COC(=O)[C@@H]1Cc2ccccc2N1C(=O)[C@H]1COc2ccccc2C1,-7.3
O=C(NC1CC1)c1cc(N2CCCN(C(=O)c3ccsc3)CC2)nc2ccccc12,-7.6
COc1cccc([C@@H](C)CC(=O)N[C@H](c2ccccc2)c2ccco2)c1,-7.4
CC[C@H](C(=O)NCCC1=CCCCC1)n1nc(C)c2c(C)n(-c3ccccc3)nc2c1=O,-7.6
CC(C)(C)C(=O)Nc1nc(CC(=O)NN2Cc3ccccc3C2)cs1,-7.2
CC(C)(C)[NH2+]C[C@@H]1CCCO[C@@H]1C1CC1,-4.8
Cn1cc([N-]S(=O)(=O)c2ccc(C(F)(F)F)cc2)ccc1=O,-6.5
CC(C)[C@@H](CO)NC(=O)[C@@H](C#N)Cc1ccccc1,-5.5
Cc1cc(C)n(CCN2CCN(C(=O)c3ccc4ccccc4n3)CC2)n1,-7.2
Cc1cc2c(=O)n(CC(=O)NCCc3ccc(Cl)cc3)cnc2s1,-6.6
O=C(Nc1nncs1)[C@@H]1c2ccccc2C(=O)N(C2CCCC2)C12CCCCC2,-7.3
C[C@H](NC(=O)c1ccoc1)C(=O)NCc1ccnc(OC(C)(C)C)c1,-6.7
COc1cc2c(cc1OC)C[NH+]([C@@H](C)C(=O)Nc1cc(C(F)(F)F)ccc1N1CCOCC1)CC2,-7.1
CCOc1ccc(N2/C(=N/C(=O)CCCC(=O)[O-])S[C@H]3CS(=O)(=O)C[C@H]32)cc1,-7.1
CNc1nccnc1-c1ccc(Cl)c(OC)c1,-6.1
CSc1cccc(NC(=O)N[C@@H]2C=C[C@@H](C(=O)[O-])C2)c1,-6.2
O=C(NCc1cccc([N+]2=CCCC2)c1)Nc1cncc2ccccc12,-8.7
Cc1nc(CNc2cc(Cl)ccc2-n2cccn2)sc1C,-7.5
CCOc1ccccc1[C@@H](C)[NH2+]CC1(N2CCCCC2)CCOCC1,-6.8
CCOc1ccccc1C(=O)N(c1ccc(Br)cc1)[C@@H]1C=CS(=O)(=O)C1,-6.8
C#CCNCc1nc([C@@H]2CCCO2)no1,-5.7
CCCC[C@@H](C)Nc1ncnc(OCC)c1N,-5.9
Cc1ccc(-n2nnnc2S[C@H](C)C(=O)Nc2cccc3ncccc23)cc1,-7.4
COc1ccc(-n2ncc(C(=O)NCC(C)(C)[NH+]3C[C@@H](C)C[C@@H](C)C3)c2C(F)(F)F)nn1,-7.4
CC(C)NC(=O)CN1CCN(C(=O)[C@@H]2CCCO2)CC1,-5.8
Cc1nc2ccccc2n1-c1ncnc2c1CCCCC2,-7.2
CS[C@@H](C)C(=O)Nc1n[nH]c2ccc([N+](=O)[O-])cc12,-7.0
CCN(Cc1ccccn1)C(=O)N1CCC[C@H](C(=O)[O-])C1,-6.0
C/N=c1\scc(-c2cccs2)n1/N=C/c1ccccc1,-6.4
COc1ccc(C[NH+]2C[C@@H]3CC[C@H](C2)N(C(=O)c2oc(C)nc2C)C3)cc1,-7.6
COCCSc1ccc([C@@H](C)NC(=O)c2ccc[nH]2)cc1,-6.3
CC(C)CC[C@H]1CCCN(C(=O)C(=O)Nc2ccc(C(N)=O)cc2F)C1,-6.5
COc1ccc([C@@](C)(O)C(C)(C)C[NH3+])cc1,-5.2
COc1cc(C(C)=O)ccc1OC(=O)c1cc2cnn(C(C)C)c2nc1C,-7.6
Cc1nc(-c2nc[nH]n2)sc1C(=O)N1CC=C(c2ccccc2Cl)CC1,-7.9
O=C(CC1CCCCC1)Nc1cccc2cccnc12,-7.3
COc1ccccc1[C@H](CNC(=O)N[C@@H]1C[C@@H]1C)[NH+](C)C,-5.8
O=C([O-])[C@@H]1CN(C(=O)Cc2csc3[n+]2CCCN3)C[C@H]1c1ccccc1,-7.7
CCc1nn(C)c2c1nc(N)n2[C@@H](C[NH+](C)C)C(C)C,-5.4
CCN1C(=O)c2cc3ccccc3n2C[C@@]1(C)C(=O)NCC(=O)NCCc1cccs1,-7.1
O=[N+]([O-])c1cccc([C@@H]2Nc3ccc(S(=O)(=O)N4CCCCCC4)cc3[C@H]3C=CC[C@H]32)c1,-8.8
CCOC(=O)N1[C@H](C(=O)N(C)[C@@H](C)CSC)CC[C@@H]1c1ccc(C)o1,-5.2
O=C1N[C@H](C(=O)NCc2ccc(C[NH+]3CCCCCCC3)cc2)CS1,-7.3
O=C(NCc1ccccn1)c1nn(CC2CC2)c2c1CN(C(=O)[C@H]1COc3ccccc3C1)CC2,-8.4
O=C(c1ccc(S(=O)(=O)N2CCCCC2)cc1)N1CCN(C(=O)[C@H]2COc3ccccc3O2)CC1,-8.2
Nc1nnc(/N=C/c2cccc([N+](=O)[O-])c2)s1,-6.9
Cc1occc1C(=O)NCC(=O)NNC(=S)N[C@@H]1CCCC[C@@H]1C,-6.2
COc1ccccc1N1C(N)=[NH+]C[C@@]12C[C@H](C)CC[C@H]2C,-6.9
CCCC(=O)O[C@H](C)C(=O)Nc1sccc1C#N,-5.3
C=CCN1C(=O)/C(=C/c2ccc(C)cc2)S/C1=N/c1nccs1,-6.6
Cc1cc(S[C@@H](C)C(=O)Nc2ccccc2)ccc1N,-6.9
Cc1ccc2c(c1)c(N1CCCC1=O)c(C(=O)Nc1ccc(C)c(Cl)c1)n2C,-7.9
C[C@@H]1C[C@H]1C(=O)N1CCN(C(=O)c2cn(Cc3cccnc3)nn2)CC1,-7.0
CCOC(=O)[C@@H](C)[NH+](C)CC1CC[NH2+]CC1,-4.9
O=C(NCc1ccccn1)c1cnc(-c2cccnc2)nc1[O-],-7.4
CC(C)C[NH+](CC(=O)c1ccc(Cl)s1)C1CCCC1,-5.5
CN1C(=O)C[C@@](CC(=O)N2CCC([C@@H](O)c3ccccn3)CC2)(c2ccc(-c3ccccc3)cc2)C1=O,-8.6
CCCc1cc(NC(=O)N2CCC[C@H]2C[C@@H](O)c2cccs2)n(C)n1,-6.6
Cc1ccc(-n2nc3cc(C)c(NC(=S)NC(=O)c4cccs4)cc3n2)cc1,-7.6
CN1CCN(C(=O)[C@]23CC[C@H](c4nc5ccccc5nc42)C3(C)C)CC1,-7.5
O=C(NCc1ccc(C[NH+]2CCCCC2)cc1)c1ccccc1[N+](=O)[O-],-6.6
Cc1nnc(-c2ccc(C(=O)NC[C@@H](C)Cc3cccs3)cc2)o1,-6.4
CC[NH+]1CCN(CCCl)CC1,-4.0
CC[NH+](CC)C[C@H]1CCN(C(=O)C(=O)Nc2cccc3c2CCCC3)C1,-6.3
CCN1C(=O)[C@@H](Cc2cc(OC)ccc2OC)c2ccccc21,-7.0
CC[C@H](C)N1C(=O)[C@@H]2[C@@H](C)N[C@@]3(C(=O)Nc4c(C)cc(C)cc43)[C@@H]2C1=O,-6.9
COCC[C@H](C)C(=O)N1CCN(C(c2ccccc2)c2ccccc2)CC1,-6.0
CC[NH+]1CCN([C@H](C)CNC(=O)c2nc(-c3ccco3)sc2C)CC1,-6.4
CCCNC(=O)Nc1ccc(OCC(F)(F)F)cc1,-6.1
COc1ccc(N[C@@H]2CCN(c3cccc([N+](=O)[O-])c3)C2=O)cc1F,-7.4
CCO[C@H]1C[C@@H]([O-])C12CC[NH+](Cc1nnc(C3CC3)o1)CC2,-6.1
CCn1/c(=N/C(=O)C2=CCCCO2)[nH]c2ccc(Br)cc21,-7.1
CCCC[C@H](C(=O)[O-])N1C(=O)/C(=C/c2ccc(C)cc2)SC1=S,-5.7
O=C(Nc1ccc2c(c1)OCO2)[C@@H]1CCCN(c2nnc(-n3cccc3)s2)C1,-8.1
COCCCN(C(=O)NCC1CCC(C)(C)CC1)[C@@H]1CCS(=O)(=O)C1,-5.9
CC(=O)N1CCN(S(=O)(=O)c2ccccc2)[C@H](C(=O)N[C@@H](CC2CCCCC2)C(N)=O)C1,-7.1
COC[C@H](C)OC(=O)c1ncoc1C(C)C,-5.0
CC(C)c1ccc(NC(=O)CNC(=O)c2ccoc2)cc1,-7.1
Clc1ccc(Cl)c(-c2csc(CN3CCOCC3)n2)c1,-6.2
COC[C@H](O)CNS(=O)(=O)c1cc(N)c(F)cc1C,-6.3
Cc1ccc([N+](=O)[O-])c(NC(=O)C[NH+](C)Cc2ccccc2N2CCOCC2)c1C,-6.6
Cc1cc([N-]S(=O)(=O)c2ccc(NC(=O)[C@@H](C)Oc3ccc4c(C)cc(=O)oc4c3)cc2)no1,-7.1
CC[C@H](C#N)NC(=O)c1cc(COc2cccc(C(C)=O)c2)on1,-6.1
C[NH+](C)CCN1C(=O)C(=O)/C(=C(/O)c2ccco2)[C@H]1c1ccc([N+](=O)[O-])cc1,-6.6
CCc1cccc(C)c1NC(=O)CN1C(=O)[C@H]2CCCN2C(=O)c2ccccc21,-7.5
C[C@@H]1CCC[C@@H](CSCCCCS(C)(=O)=O)C1,-4.5
BrCc1cn(Cc2nccs2)nn1,-5.8
N#Cc1cccc(NC(=O)c2cc(S(N)(=O)=O)ccc2F)c1,-7.2
COc1ccc2nc(SCC(=O)N3CCN(S(=O)(=O)c4c(C)noc4C)CC3)[nH]c2c1,-8.5
Cc1cc2oc(=O)cc(CSCC(=O)N(C)Cc3ccc(F)cc3)c2cc1C,-7.6
CCc1cc(CNC(=O)NC[C@@](C)(O)CN2CCOCC2)on1,-7.3
CCCc1ccc(NS(=O)(=O)c2ccc(Br)cc2)cc1,-5.8
Cc1ccccc1C1(CNC(=O)NCc2ccc(C(N)=O)o2)CC1,-8.6
COC(C)(C)c1noc(-c2cc(C(C)C)nn2C)n1,-5.8
Cc1nc(C2(NC(=O)Cc3csc(-n4c(C)ccc4C)n3)CCCC2)no1,-7.7
COc1cc(OC)c(N2C[C@@H](C(=O)OCc3cn4ccccc4c3C#N)CC2=O)cc1Cl,-7.3
Cc1ccc(S(=O)(=O)N2CCC[C@@H]2C(=O)Nn2cnnc2)cc1,-6.7
CCn1nc(C)c(C[NH2+]Cc2c(C)nn(C)c2Oc2cccnc2)c1C,-7.0
CN(CCC#N)CC(=O)N[C@@H](c1ccccc1)c1cccc(Cl)c1,-6.6
COC(=O)c1ccc(-c2ccco2)n1CC(=O)N[C@H]1CCC[C@@H](C)[C@H]1C,-6.8
C[C@H](C[C@@H]1CCCC[NH2+]1)Nc1cc(C(=O)[O-])ccc1F,-6.7
Cc1nc2ccc(C(=O)N[C@@H]3COc4ccccc4C3)cc2nc1C,-7.6
CCOc1ccc2ncc(C#N)c(N3CCC(C(=O)Nc4cccc(C)c4)CC3)c2c1,-6.7
C[C@@H]1C[NH2+]CC[C@H]1NC(=O)c1ccc2ccccc2c1O,-7.6
COc1ccccc1C(=O)N(CCc1cccs1)C1CC1,-5.3
CCn1c(NS(=O)(=O)c2ccc3ccccc3c2)nc2ccccc21,-8.0
Cc1cn(CC(C)(C)C(=O)NN)nc1[N+](=O)[O-],-6.3
O=C(c1ccc(Br)cc1)N1CCC(Oc2nc3ccc(F)cc3s2)CC1,-6.5
O=C(Nc1ccc2c(c1)OCO2)c1cccc(I)c1,-6.6
C[C@@H](NC(=O)CN(C)c1ccc(N(C)C)cc1)c1ccc(F)cc1,-6.7
CCc1nc(C[NH+]2CCC[C@@H](NCc3nc(C)c(C)o3)C2)no1,-6.5
CN(CC(=O)N/N=C\c1ccccc1Cl)S(=O)(=O)c1ccc2ccccc2c1,-7.5
COCC[C@H](C)C(=O)N[C@@H](C)CS(C)(=O)=O,-4.5
O=C(Nc1ccncc1)c1oc2ccccc2c1COc1ccccc1,-7.7
O=C(NCc1ccccc1F)c1ccc(CN2CC(=O)N3CSC[C@H]3C2=O)cc1,-7.6
O=C(NCc1ccnc(Oc2ccc(F)cc2)c1)N[C@@H]1CCCC[C@@H]1CO,-7.7
O=C(NC[C@@H]1CCCO1)c1cc(-c2ccc(Cl)cc2Cl)nc2ccccc12,-8.5
Cc1cc(C(=O)NCC[C@@H](O)c2ccco2)c(C)o1,-6.4
Cc1nn(-c2ccccc2)c(C)c1CNCCc1nc(C(C)C)no1,-6.8
C[C@](NC(=O)c1ccc(Br)o1)(C(=O)[O-])C(F)(F)F,-5.7
Cc1cccc([C@@H]2NC(=O)N(C)C3=C2C(=O)N([C@@H](CC(C)C)C(=O)NCc2ccco2)C3)c1,-8.4
Cc1noc(C)c1CN1CCc2cc(S(=O)(=O)N3CCOCC3)ccc21,-7.0
Cc1nc(-c2cccc(C[NH2+]Cc3ccc(-n4ccnc4)c(F)c3)c2)n[nH]1,-7.4
COc1cc(N2CCCC2)c(OC)cc1/C=C1/SC(=O)N(C(C)C)C1=O,-6.4
Cc1cc(C)n(CC2=NN=C(C(=O)NC[C@@H]3CCCCO3)C2)n1,-6.4
CN(CC(=O)Nc1cccc(F)c1)C(=O)c1ccc(NC(=O)c2ccccn2)cc1,-6.9
CCc1c(C)nc(-n2nc(-c3cccs3)cc2NC(=O)c2cccc3ccccc23)[nH]c1=O,-9.0
CC(C)(C)CCCNC(=O)c1cc(S(C)(=O)=O)c(Cl)cc1Cl,-5.7
Cc1cc(NC(=O)CN2CCN(C(=O)c3cc4c(s3)CC[C@@H](C(C)(C)C)C4)CC2)no1,-7.8
Cc1ccc2nc(SCC(=O)[O-])n(CCCC(C)C)c2c1,-6.0
CC(=O)N(CCC(=O)NC[C@]1(O)CCSC1)Cc1ccccc1,-5.8
C[C@@H]([NH2+][C@H]1CSCCC1(C)C)c1ccc(Cl)cc1,-6.2
Cn1c(=O)c2ccccc2n2c(CN3CC(C)(C)Sc4ccccc43)nnc12,-7.5
O=C(CCc1ccncc1)N1C[C@H](CO)[C@H](CN2CCOCC2)C1,-6.4
CC[NH2+][C@H](C)c1nc([C@@H]2C[NH+](C)CCN2C)no1,-6.0
COC(=O)CN(C(=O)[C@]1(C)CCCO1)C(C)C,-4.6
CC(=O)Nc1ccc(NC(=O)c2cc(C)n(C3CC3)c2C)cc1,-6.3
O=C([O-])c1ccccc1-c1ccccc1C(=O)NCCc1ccccc1,-7.7
O=C1N(Cc2cccc(F)c2)c2ccccc2S(=O)(=O)N1c1ccc(F)cc1,-7.9
CC(=O)c1ccc(OC[C@H](O)Cn2cnc3cc(F)c(F)cc32)cc1,-7.0
Cc1cc(C[NH+](C)CC2=CCCOC2)no1,-5.5
CC1(C)CCCC[C@H]1[NH2+]C[C@H](O)COc1ccccc1Cl,-5.5
CCN(CC)[C@H](NC(=O)c1ccccc1[N+](=O)[O-])C(Cl)(Cl)Cl,-5.7
COc1ccc(N2CCN(C(=O)[C@H]3N=NC4=C3CSc3ccccc34)CC2)cc1,-8.2
O=C(Nc1ccc(SCc2nnc(-c3ccccc3)o2)cc1)c1ccccc1,-7.7
CCc1cccc(N2C(=O)c3c(C(=O)OC)ncn3C[C@]2(C)C(=O)NC2CCCCC2)c1,-7.6
Cc1ccc(NC(=O)c2cc3c(=O)[nH]c(=O)n(C[C@H]4CCCO4)c3nc2C)cc1Cl,-7.3
O=C(N[C@H](CO)c1ccccc1F)c1ccc2nncn2c1,-7.2
C[C@@H](Cn1cc[nH+]c1)Nc1nc2sccn2c1[N+](=O)[O-],-6.5
C[C@@H](NC(=O)CCCNC(=O)C1CC1)C(N)=O,-5.4
O=C(Nc1ccc2c(c1)N(C(=O)C1CCCC1)CC2)c1cc2ccccc2[nH]1,-7.6
CC[NH+](CC(=O)NC(C)(C)C)Cc1cc(=O)n2c(-c3ccccc3)csc2n1,-5.9
C[C@@H]1CCCC[NH+]1[C@]1(C[NH3+])CC(C)(C)OC1(C)C,-5.6
Cc1c([C@H](C)[NH2+]Cc2ccc(OCC(N)=O)cc2)oc2ccccc12,-7.7
COC(=O)c1ccc(C(=O)Nc2sc3c(c2C#N)CC[NH+](Cc2ccccc2)C3)cc1,-6.4
CCCNC(=O)C(=O)Nc1cnn(CC[NH+]2CCCCC2)c1,-6.0
COc1c([C@H]2CCCN2C(=O)c2cccc3c2OCO3)c(C)nn1C,-6.6
COc1ncc([C@H](O)c2nccs2)cn1,-6.0
C[C@@H](CS(C)(=O)=O)NC(=O)N[C@@H]1CC[NH+](CC2CC2)C1,-5.5
CCN(CC)C(=O)CSc1nnnn1-c1ccc(OC)cc1,-6.1
N#CCNC(=O)C[NH+]1CCC[C@H]1C1CCCCC1,-5.7
Cc1ccc(C)c([C@](C)([NH3+])Cc2ccc(O)cc2)c1,-7.9
C[C@@H]1CC([NH+](C2CC2)[C@@H]2CCS(=O)(=O)C2)C[C@H](C)C1,-5.2
Cc1ccc2c(c1C)[C@H](N[C@@H]1CCN(C3CCCCC3)C1=O)CCO2,-7.1
Cc1cc(F)c(N)cc1S(=O)(=O)N[C@H](CO)CC(C)C,-6.2
O=C(NCC1CCN(c2cc[nH+]cc2)CC1)c1c(F)cccc1Cl,-7.4
CC(C)Oc1cccc(C(=O)NC(=S)Nc2ccccc2N2CCCCC2)c1,-6.9
C[C@H](C[NH2+]C1CCN(C(=O)CC(C)(C)C)CC1)N1CCc2ccccc21,-6.6
Cc1ccccc1COC1CN(C(=O)C2CCN(C(=O)C3CC3)CC2)C1,-6.5
CC(C)C[NH+](CCN(C)C)[C@H]1CCC(C)(C)[C@@H]1O,-4.7
CCN(CC)C(=O)[C@@H]1CSCN1C(=O)c1ccnc2ccccc12,-6.3
CC(=O)NCc1ccc(C(=O)NC[C@@H]2COc3ccccc3O2)cc1,-7.2
CC(C)NC(=O)N1CCC[C@H](c2cccc(C(=O)N3CCCCC3)c2)C1,-6.8
CC(C)CS(=O)(=O)Nc1ccc2c(c1)C(=O)N1CCCC[C@@H]1CCO2,-6.7
c1ccc(Cn2cc[nH+]c2[C@@H]2CCCN(c3ncnc4c3CCC4)C2)cc1,-6.3
Cc1ccc(C(=O)N2CCN(C(=O)Nc3cccc(C)c3)CC2)cc1,-7.5
CCn1c(=O)c(=O)[nH]c2cc(C(=O)NN3C(=O)N[C@](C)(c4ccccc4)C3=O)ccc21,-7.7
C[C@H](NC(=O)[C@H]1CCCN1S(C)(=O)=O)c1ccc(OC(F)F)cc1,-7.2
O=C(CCn1ccc(=O)[nH]c1=O)N1CCCC[C@@H]1CN1CCOCC1,-7.4
C[C@H]([NH3+])Cc1ccc(OC[C@@H]2COc3ccccc32)cn1,-6.6
COCCOCC1CCN(S(=O)(=O)c2c(F)cccc2F)CC1,-5.8
C[C@@H](NC(=O)NCC1(CO)CC1)c1noc(-c2ccc(Cl)cc2)n1,-6.2
COCCN(CC(C)C)C(=O)N1CC[C@@H](C(=O)[O-])[C@H]1C,-5.8
Cc1cc(C)c2c(c1)[C@H]([NH2+]C[C@@H](O)C1CCOCC1)CCO2,-7.1
COc1ccc([C@@H]2C[C@H](C)[NH+](CCS(=O)(=O)c3ccccc3)C2)cc1,-6.4
CCOc1cc(/C=C/[N+](=O)[O-])ccc1OCc1cccc(F)c1,-6.4
Cc1c(C[NH2+]CCN2CCCC2=O)c2ccccc2n1C,-6.9
CCc1ccc(Nc2ncnc(NNS(=O)(=O)c3ccc(C)cc3)c2N)cc1,-7.4
CCC(C)(C)[C@@H]1CCC[NH+]1CC(=O)N1CCC[C@@H]1c1cccs1,-5.9
COc1ccccc1N1/C(=N/C(=O)Cc2cccs2)S[C@H]2CS(=O)(=O)C[C@H]21,-7.7
Cc1nc(N2CCn3c(nn(C)c3=O)C2)c2c(CC(C)C)csc2n1,-7.2
CCOC(=O)c1cnn2c(-c3cnn(C)c3C)ccnc12,-6.4
O=C1Nc2cc(SCCCO)c(Cl)cc2C1=O,-6.8
CN(C)c1cc(C(F)(F)F)cc(-c2cccc(-c3ccn(C)n3)c2)n1,-8.5
Cc1ccc(O)c(NC(=O)[C@@H]2NCCc3ccccc32)c1,-7.3
CC[C@@H](C)C(=O)N1CCCC[C@H]1C[C@@H](C)O,-5.1
CCOc1ccc(N2C(=O)c3oc4ccc(F)cc4c(=O)c3[C@@H]2c2ccccc2)cc1,-7.6
COc1ccc(Cl)cc1N(CC(=O)NN=C1CCN(C)CC1)S(=O)(=O)c1ccc(C)cc1,-8.6
CCCN1C(=O)c2ccc(Cl)cc2N[C@H]1c1ccc(-n2cncn2)cc1,-8.1
CC(C)[C@@H](Sc1ncn[nH]1)C(=O)NC1CCCC1,-6.0
CCOC(=O)c1cc2c(=O)n3ccccc3nc2[n+](CC(C)C)c1NC(=O)C(C)(C)C,-6.6
CCOC(=O)[C@H]1CCCN(CN2CCCCC2=O)C1,-5.9
O[C@H](CNc1c(F)c(F)nc(F)c1F)COc1ccc2c(c1)OCO2,-7.0
O=C(CCCO)Nc1ccccc1CO,-5.3
C[C@H]1CCN(C(=O)c2ccccc2C(=O)c2ccc(F)cc2)C[C@H]1O,-7.8
CC(C)SSC(=O)N1CCC[C@@H]1C(=O)[O-],-4.3
N#Cc1ccc(OC2CCC(NC(=O)[C@H]3C[C@@H]4C=C[C@H]3C4)CC2)nc1,-6.7
O=C(C[NH+]1CCN(Cc2cccs2)CC1)NCCc1c[nH]c2ccccc12,-6.9
C[C@H]1C[C@H](N)C[NH+](Cc2ccc(O)cc2O)C1,-7.2
COCCn1c(C)cc(CN2CCC[C@H](c3nncn3C)C2)c1C,-5.8
O=C(NC1CCCCCC1)c1cc(F)cc2[nH]cnc12,-7.9
O=C(CN1C(=O)CCc2cc(Br)ccc21)NCCN1CCc2ccccc2C1,-7.7
CC[C@@H](C)n1ncc(C(=O)[C@H](C#N)c2nc3ccccc3s2)c1C1CC1,-6.3
CCOC(=O)C1CCN(S(=O)(=O)C[C@H](C)CCl)CC1,-5.0
O=C1CC(C(=O)NCc2nccn2Cc2ccccc2)CC(=O)N1,-8.4
CCc1nn(C)cc1C(=O)N1CCSC[C@H]1c1ccc(C)o1,-6.4
C[C@@H]1CC[C@@H](C)N(c2cncc(C[NH3+])n2)C1,-5.2
COc1ccc2cc(CN(Cc3ccccc3Cl)C(=O)c3cccs3)c(=O)[nH]c2c1,-8.5
CCCC[C@@H](COC)NC(=O)N1CCC(C(=O)N2CCC(C)CC2)CC1,-6.0
CC(C)(C)OC(=O)N1CCC(CNC(=O)c2ccccc2)CC1,-6.5
C#CC[C@H](C)OC(=O)COCc1nc(C)no1,-5.6
O=C(Nc1cccs1)N1CCC[C@@H](C(=O)N2CCN(c3cccc(Cl)c3Cl)CC2)C1,-7.0
COC(=O)[C@@H](C)[C@@H](C)[NH2+]Cc1ccccc1,-5.8
Cc1cc2cc(Nc3ncnc4sccc34)ccc2[nH]1,-7.6
O=C([O-])c1ccc(-c2ccc(/C=C3/SC(=S)N(c4ccccc4)C3=O)o2)cc1,-7.8
Cc1ccccc1NC(=O)CCBr,-5.0
Cc1ccoc1[C@@H](C)[NH2+]CC1([C@@H](O)c2ccccc2)CC1,-6.1
CC[C@H](CSC)N(C)C(=O)c1ccc2c(c1)NC(=O)CO2,-6.7
COc1cccnc1NC(=O)c1ccc(OCC2CC2)cc1,-6.7
Cc1ccncc1NC(=O)c1ccccc1COc1cccc(C=O)c1,-7.0
CC[C@@](C)(NC(=O)CSCc1cccs1)C(=O)[O-],-5.0
C[NH+](Cc1cccc([N+](=O)[O-])c1)CC1CC[NH2+]CC1,-6.4
O=C(Nc1ccc2c(c1)CCC2)c1ccc(CNC(=O)C2CCCC2)cc1,-7.4
C[C@@H](NC(=O)C#Cc1ccccc1)c1ccc(S(C)(=O)=O)cc1,-6.1
c1cc(CN2CCC[C@@H]([NH+]3CCCC3)C2)no1,-6.5
Cc1ccc(C(=O)Nc2ccc(NC(=O)[C@@H]3CCCO3)cc2)c(=O)[nH]1,-7.5
COC1CCN(c2nc(C(C)C)c(C=O)s2)CC1,-5.1
CCC(=O)N(Cc1ccco1)Cc1c(-c2ccccc2)noc1N1CCC(C)CC1,-6.4
COCC[NH+]1CC[C@H]2CCCC[C@@H]2C1,-4.9
c1nnc(CC[NH2+][C@@H]2CCCC[C@@H]2C2CCCCC2)n1C1CC1,-6.5
CNS(=O)(=O)c1ccc(C)c(NC(=O)[C@H](C)Oc2ccc(Cl)cc2)c1,-7.4
Cc1noc([C@@H](C)OC(=O)c2sc(C)nc2C)n1,-6.3
NC(=O)CS(=O)(=O)c1ccc(C(=O)N[C@@H]2CC=CCC2)cc1,-5.8
CC(C)CO[C@@H](C)C(=O)N1CCN(C[C@H](O)c2ccccc2)CC1,-6.3
N#C[C@@H]1CN(C(=O)c2cccc(C(F)(F)F)c2N)CCO1,-6.9
O=C(NCc1ccccn1)c1ccc(Cl)c(S(=O)(=O)NC[C@H]2CCCO2)c1,-7.6
CN1C[C@H](NC(=O)c2cc(-c3cccc(Cl)c3)no2)CC1=O,-7.4
C[C@@H]1C[C@@H]1c1ccc(CN(C)C(=O)CCN2C(=O)[C@H]3CCCC[C@H]3C2=O)o1,-6.5
C[C@@H](CNC(=O)N[C@@H]1CCN(c2cccc(Cl)c2)C1=O)[NH+](C)C1CC1,-5.9
CC(C)(C)NC(=O)CNc1ccccc1OC[C@@H]1CCCO1,-6.2
CC[C@@H](N[C@@H](C)Cc1cc(C)n[nH]1)c1ccc(Cl)s1,-6.1
Cc1nc(COc2ccc(C[NH+]3CCCN(c4cccnn4)CC3)cc2)no1,-7.3
Cc1noc(CC[NH2+]C2CCC3(CC2)C(=O)Nc2ccccc23)n1,-8.1
Cc1ccnc2c1[nH]c(=S)n2Cc1ccccn1,-7.4
COCC(=O)Nc1c(C(=O)OC)n(C)c2ncc(NC3CCN(C(C)=O)CC3)cc12,-6.8
CCn1cccc(-c2nnc(SCC(=O)NC3CCCC3)n2C)c1=O,-6.7
O=C(O[C@@H](c1ccccc1)c1nccs1)[C@H]1COc2ccccc2O1,-7.4
